[00:00.000 --> 00:02.000]  Val: Right now. Good.
[02:35:30.120 --> 02:35:31.720]  Val: because it was like a public service that archive.
[02:35:31.720 --> 02:35:33.240]  Val: It was really good.
[02:35:33.240 --> 02:35:38.320]  Val: But it's like a, that was her big coup de grace out there,
[02:35:38.320 --> 02:35:41.200]  Val: her big tiara on her head sort of thing.
[02:35:41.200 --> 02:35:43.760]  Val: What's the word I'm talking about here?
[02:35:43.760 --> 02:35:44.600]  Fed: Her baby or what?
[02:35:44.600 --> 02:35:45.760]  Val: Yeah, whatever it is.
[02:35:45.760 --> 02:35:49.880]  Val: But it's also, that's like one 20th of the OCCP.
[02:35:49.880 --> 02:35:52.160]  Val: Who's Emma Best and why is she important?
[02:35:53.720 --> 02:35:56.160]  Val: You know, I don't think she's important.
[02:35:56.160 --> 02:35:57.440]  Val: Actually, I think she's full of shit.
[02:35:57.440 --> 02:35:59.360]  Val: She says, oh, I used to work for the CIA,
[02:35:59.360 --> 02:36:01.000]  Val: but I can't tell you.
[02:36:01.040 --> 02:36:03.440]  Val: Like one of those old, you know, isn't that community?
[02:36:03.440 --> 02:36:05.280]  Fed: Is Emma Best her real name or?
[02:36:05.280 --> 02:36:07.200]  Val: I don't know, okay.
[02:36:07.200 --> 02:36:09.280]  Val: All I know is that I think she is a,
[02:36:10.280 --> 02:36:12.320]  Val: I'm still trying to figure out,
[02:36:12.320 --> 02:36:16.280]  Val: not, you know, in any pejorative manner.
[02:36:16.280 --> 02:36:19.480]  Val: But I think she was a man first,
[02:36:19.480 --> 02:36:21.320]  Val: and then became a woman, or was she a woman who became a,
[02:36:21.320 --> 02:36:22.280]  Val: I don't even know that.
[02:36:22.280 --> 02:36:24.920]  Val: I just know it's some sort of gender change.
[02:36:24.920 --> 02:36:28.480]  Val: And I know that her boyfriend or girlfriend,
[02:36:28.480 --> 02:36:30.960]  Val: I don't know if she was also a man first,
[02:36:30.960 --> 02:36:33.680]  Val: but I do know that he slash she is kind of an asshole,
[02:36:33.680 --> 02:36:34.640]  Val: and that's it.
[02:36:34.640 --> 02:36:39.640]  Val: It's like the kind of person that asked for money,
[02:36:40.080 --> 02:36:42.480]  Val: and then, like, we need money,
[02:36:42.480 --> 02:36:44.360]  Val: we need help because we have an autistic child.
[02:36:44.360 --> 02:36:46.360]  Val: And how do you say no to that?
[02:36:46.360 --> 02:36:48.760]  Val: You know, but then they sort of say,
[02:36:48.760 --> 02:36:52.960]  Val: go fuck yourself if you have an idea that they don't have.
[02:36:52.960 --> 02:36:53.960]  Val: Like in this one group,
[02:36:53.960 --> 02:36:58.960]  Val: but a friend of mine was just trying to actually Barrett.
[02:36:59.200 --> 02:37:00.960]  Val: was like, yeah, you know,
[02:37:00.960 --> 02:37:04.560]  Val: whatever you do, don't attack this person at this turn,
[02:37:04.560 --> 02:37:05.400]  Val: that this,
[02:37:08.120 --> 02:37:11.120]  Val: sort of a lawyer that I can't think of.
[02:37:11.120 --> 02:37:13.640]  Val: I'm losing my speed here,
[02:37:13.640 --> 02:37:17.000]  Val: but a nonprofit, some sort of nonprofit,
[02:37:17.000 --> 02:37:19.200]  Val: don't attack the specific lawyer because he's a good guy.
[02:37:19.200 --> 02:37:20.840]  Val: And then she says, fuck you, he's a terrible guy.
[02:37:20.840 --> 02:37:22.480]  Val: I can attack whoever the fuck I want.
[02:37:22.480 --> 02:37:27.080]  Val: And this is Emma's partner, spouse.
[02:37:27.120 --> 02:37:30.520]  Fed: You know, they're, name is or anything?
[02:37:30.520 --> 02:37:33.800]  Val: Xan, is there a fake name, X-A-N?
[02:37:33.800 --> 02:37:34.640]  Val: No, X-A-N.
[02:37:34.640 --> 02:37:37.840]  Val: Yeah, but I think she's, like,
[02:37:37.840 --> 02:37:41.120]  Val: it was a whole, it's a dramatically stupid,
[02:37:41.120 --> 02:37:43.680]  Val: but it's like, but there was this whole drama yesterday
[02:37:43.680 --> 02:37:48.680]  Val: about she's working in a diner and she got sad
[02:37:49.040 --> 02:37:51.760]  Val: and she started crying, she couldn't contain her feelings,
[02:37:51.760 --> 02:37:55.120]  Val: and it was all melodramatic, and like, so what?
[02:37:55.120 --> 02:37:55.960]  Val: What are you trying to say?
[02:37:55.960 --> 02:37:57.880]  Val: If you want money, just say, can I have money?
[02:37:57.880 --> 02:37:59.400]  Val: Because we will respect you more
[02:37:59.400 --> 02:38:01.040]  Val: if you just come out and ask for it.
[02:38:01.040 --> 02:38:02.840]  Val: Instead of telling us how sad you are,
[02:38:02.840 --> 02:38:05.240]  Val: that you have to work in a diner, right?
[02:38:05.240 --> 02:38:06.600]  Val: It's like, fuck you for saying that,
[02:38:06.600 --> 02:38:08.960]  Val: and that's the sort of, no, I don't mean it, right?
[02:38:08.960 --> 02:38:09.800]  Fed: [unintelligible]
[02:38:09.800 --> 02:38:13.080]  Val: Yeah, yeah, you know, it's like, it's enough.
[02:38:13.080 --> 02:38:14.320]  Fed: You want money?
[02:38:14.320 --> 02:38:18.800]  Val: Yeah, you know, and, yeah, so.
[02:38:18.800 --> 02:38:21.160]  Fed: So is Xan saying a hacker or is he just doing one of these
[02:38:21.160 --> 02:38:25.160]  Val: yeah to be honest with you, okay.
[02:38:25.160 --> 02:38:30.160]  Val: I, so I felt like I hacked Deutsche Bank,
[02:38:30.280 --> 02:38:31.640]  Val: although I didn't hack Deutsche Bank,
[02:38:31.640 --> 02:38:34.120]  Val: I felt like I did a pretty good job of hacking it,
[02:38:34.120 --> 02:38:36.440]  Val: not directly, I didn't go into their servers and do it,
[02:38:36.440 --> 02:38:38.880]  Val: but I fucking hacked that bank.
[02:38:38.880 --> 02:38:42.160]  Val: And it, well, not maybe in the sense of a hacker,
[02:38:42.160 --> 02:38:43.480]  Val: you probably, if you're a proper hacker,
[02:38:43.480 --> 02:38:44.320]  Val: you would not see it.
[02:38:44.320 --> 02:38:46.000]  Val: But in social engineering and all the people,
[02:38:46.000 --> 02:38:47.440]  Val: when McKaylee Faisola went to jail,
[02:38:47.440 --> 02:38:49.640]  Val: I put the fucking bail, [???] too, all right?
[02:38:50.760 --> 02:38:52.600]  Val: I got all the data, exposed everything,
[02:38:52.600 --> 02:38:53.840]  Val: and there's still more to come,
[02:38:53.840 --> 02:38:55.360]  Val: which you don't know about, all right?
[02:38:55.360 --> 02:38:56.920]  Val: There's a lot more to come, yes.
[02:38:58.080 --> 02:39:01.160]  Val: So I, so when Emma's guy, I forgot his name,
[02:39:01.160 --> 02:39:06.160]  Val: the LulzSec, the Spanish guy, hacked the Cayman Islands,
[02:39:06.920 --> 02:39:08.240]  Val: right?
[02:39:08.240 --> 02:39:10.040]  Val: That was a great one, by the way, it's good stuff.
[02:39:10.040 --> 02:39:12.200]  Fed: What happened with Cayman?
[02:39:12.200 --> 02:39:13.520]  Fed: I just don't know about it.
[02:39:13.520 --> 02:39:15.800]  Val: Well, for me, it was on this, you don't know about it?
[02:39:15.800 --> 02:39:16.640]  Fed: It was here, right?
[02:39:16.640 --> 02:39:17.960]  Val: Yeah, yeah.
[02:39:17.960 --> 02:39:18.960]  Fed: I missed it, I'm sorry.
[02:39:18.960 --> 02:39:19.800]  Val: Oh, it's great.
[02:39:19.800 --> 02:39:20.640]  Fed: That's definitely hacking news.
[02:39:20.640 --> 02:39:23.880]  Val: No, I guess this guy was on the service for like a year,
[02:39:23.880 --> 02:39:26.200]  Val: and it was just, I think he took all the Bitcoin,
[02:39:26.200 --> 02:39:27.480]  Val: like all of it.
[02:39:27.480 --> 02:39:29.880]  Val: And so he said, hey, anybody out there hack a bank,
[02:39:29.880 --> 02:39:32.400]  Val: I'm gonna give you $100,000 of Bitcoin.
[02:39:32.400 --> 02:39:33.240]  Val: So I'm like, you know what?
[02:39:33.240 --> 02:39:34.440]  Val: Hey, Emma, could you tell your friend,
[02:39:34.440 --> 02:39:36.480]  Val: I think I deserve at least a run-in
[02:39:36.480 --> 02:39:38.320]  Val: for this $100,000 in Bitcoin,
[02:39:38.320 --> 02:39:40.080]  Val: because although I did not hack Deutsche Bank,
[02:39:40.080 --> 02:39:41.040]  Val: that's why I'm trying to work.
[02:39:41.040 --> 02:39:42.480]  Fed: Oh, yeah, yeah, yeah.
[02:39:42.480 --> 02:39:43.840]  Val: And so Emma's like, no, you didn't,
[02:39:43.840 --> 02:39:44.920]  Val: you didn't hack Deutsche Bank,
[02:39:44.920 --> 02:39:47.720]  Val: but she didn't say, oh, let me pass on the message.
[02:39:47.720 --> 02:39:49.400]  Val: She didn't say, oh, hold on a second,
[02:39:49.400 --> 02:39:53.000]  Val: she just immediately responded as if she was the hacker.
[02:39:53.000 --> 02:39:57.760]  Val: So I suspected that it's possible that she's the hacker.
[02:39:57.760 --> 02:39:58.800]  Val: I've always thought she was,
[02:39:58.800 --> 02:39:59.960]  Val: because I always ask her.
[02:40:01.400 --> 02:40:02.600]  Val: Like I'm incriminating myself,
[02:40:02.600 --> 02:40:04.320]  Val: but I'm constantly asking like, Emma,
[02:40:04.320 --> 02:40:05.560]  Val: can you figure out how to do this?
[02:40:05.560 --> 02:40:06.600]  Val: Can you hack this shit for me?
[02:40:06.600 --> 02:40:08.320]  Val: Because I can't get past this point, you know?
[02:40:08.320 --> 02:40:11.320]  Val: Like with the, for example, David Enrich,
[02:40:14.080 --> 02:40:17.640]  Val: we have so much more, oh, this would be something
[02:40:17.720 --> 02:40:19.560]  Val: maybe you could help me with.
[02:40:19.560 --> 02:40:22.120]  Val: So many efforts and incriminates him
[02:40:22.120 --> 02:40:24.520]  Val: with so many fucking terrible things that he's done
[02:40:24.520 --> 02:40:25.920]  Val:  and all the shit he's done for me.
[02:40:25.920 --> 02:40:27.560]  Val: It was all in signal.
[02:40:27.560 --> 02:40:30.120]  Val: And I took my phone to get the screen fix at the Apple Store
[02:40:30.120 --> 02:40:32.920]  Val: and I said, whatever you do, do not reset the phone.
[02:40:32.920 --> 02:40:35.680]  Val: And the fucking, the fucker has reset the phone.
[02:40:35.680 --> 02:40:36.760]  Val: And so I lost it all.
[02:40:36.760 --> 02:40:38.440]  Val: But I think it's an iPhone 6S,
[02:40:38.440 --> 02:40:40.240]  Val: so it's not irretrievable.
[02:40:40.240 --> 02:40:42.400]  Val: It's still on the fucking phone.
[02:40:42.400 --> 02:40:44.320]  Val: But I cannot get the keys.
[02:40:44.320 --> 02:40:45.600]  Val: I don't know how to get the fucking keys yet.
[02:40:46.360 --> 02:40:48.400]  Val: It's been the slowest thing I've ever learned.
[02:40:48.400 --> 02:40:50.960]  Val: But I've got the tar ball, I've extracted the messages,
[02:40:50.960 --> 02:40:52.560]  Val: but I cannot get the fucking encryption keys
[02:40:52.560 --> 02:40:54.320]  Val: because I can't find them on the phone.
[02:40:54.320 --> 02:40:55.480]  Val: That's where I'm stuck.
[02:40:55.480 --> 02:40:58.840]  Val: It's like, that was, well, Elcomsoft.
[02:40:58.840 --> 02:41:01.960]  Val: iOS, Forensic edition.
[02:41:01.960 --> 02:41:06.960]  Val: iOS, Forensic, it's just toolkits.
[02:41:08.440 --> 02:41:11.200]  Val: iOS, Forensic, toolkits, it's a quick thing to do.
[02:41:11.200 --> 02:41:12.520]  Fed: I mean, at least from my experience,
[02:41:12.520 --> 02:41:17.320]  Fed: Elcomsoft isn't like a great [???] with forensic utility.
[02:41:17.320 --> 02:41:20.440]  Fed: Like, I've played around with it, but I didn't use it because,
[02:41:20.440 --> 02:41:22.320]  Fed: like, they don't automatically decrypt stuff
[02:41:22.320 --> 02:41:25.400]  Fed: because, like, most normal forensics programs do.
[02:41:25.400 --> 02:41:26.240]  Val: Really?
[02:41:26.240 --> 02:41:27.560]  Val: All right.
[02:41:27.560 --> 02:41:29.720]  Fed: I'll talk to you about the free one.
[02:41:29.720 --> 02:41:30.560]  Fed: Autopsy?
[02:41:30.560 --> 02:41:31.400]  Val: Is it good?
[02:41:31.400 --> 02:41:32.240]  Fed: Autopsy's [???] not bad.
[02:41:32.240 --> 02:41:34.320]  Fed: I mean, that's a free one that anyone can download, isn't it?
[02:41:34.320 --> 02:41:35.560]  Fed: It's a bunch of other ones that, I think,
[02:41:35.560 --> 02:41:37.360]  Fed: a better job than Elcomsoft.
[02:41:37.360 --> 02:41:38.360]  Val: Yeah.
[02:41:38.360 --> 02:41:40.400]  Val: I just, well, it's because I spent the money.
[02:41:40.400 --> 02:41:41.720]  Val: You know, it's having expenses,
[02:41:41.760 --> 02:41:43.440]  Val: so I feel like I have to learn it.
[02:41:43.440 --> 02:41:44.280]  Val: Yeah.
[02:41:48.120 --> 02:41:48.960]  Fed: I don't know.
[02:41:48.960 --> 02:41:50.920]  Fed: Another company that kind of delved into mobile,
[02:41:50.920 --> 02:41:51.760]  Fed: it does just my opinion.
[02:41:51.760 --> 02:41:53.080]  Val: No, no, no, you're right.
[02:41:53.080 --> 02:41:57.280]  Val: They're really famous because of the thing with the photographs
[02:41:57.280 --> 02:41:58.480]  Val: in 2015, right?
[02:41:58.480 --> 02:42:00.440]  Fed: So, like, they're kind of, riding their coattails,
[02:42:00.440 --> 02:42:02.280]  Fed: now they have a mobile forensic thing that they're like,
[02:42:02.280 --> 02:42:03.760]  Fed: well, if we put this out and they trust our name,
[02:42:03.760 --> 02:42:04.600]  Fed: then they'll use it.
[02:42:04.600 --> 02:42:05.800]  Fed: But, just from my experience,
[02:42:05.800 --> 02:42:07.200]  Fed: I just haven't had much success with it.
[02:42:07.200 --> 02:42:08.560]  Val: Did you try Axiom?
[02:42:08.560 --> 02:42:09.400]  Fed: I used Axiom.
[02:42:09.400 --> 02:42:10.240]  Val: What do you think of that one?
[02:42:10.240 --> 02:42:11.080]  Fed: That's not bad.
[02:42:11.080 --> 02:42:12.000]  Fed: It's a lot of good functionality.
[02:42:12.000 --> 02:42:13.520]  Val: Yeah, it's pretty strong.
[02:42:13.520 --> 02:42:14.360]  Val: Yeah.
[02:42:14.360 --> 02:42:15.520]  Val: It's very good.
[02:42:15.520 --> 02:42:17.640]  Val: So then I figured out you can just get pre-trials,
[02:42:17.640 --> 02:42:21.840]  Val: if you just say you're extending the pre-trials.
[02:42:23.840 --> 02:42:24.680]  Val: But yeah.
[02:42:24.680 --> 02:42:29.680]  Fed: So you think that Best is, she actually is a NSA, CIA?
[02:42:30.280 --> 02:42:33.560]  Val: No, I think she's full of shit, yeah.
[02:42:33.560 --> 02:42:36.040]  Fed: But do you think that she's a hacker?
[02:42:36.040 --> 02:42:36.880]  Val: I do.
[02:42:36.880 --> 02:42:38.360]  Val: I personally, I do think so.
[02:42:38.360 --> 02:42:40.320]  Val: I know no one else seems to share my opinion,
[02:42:40.320 --> 02:42:42.760]  Val: but I do think that she's a hacker.
[02:42:42.760 --> 02:42:46.520]  Val: I'm always trying to ask her to do it for some help,
[02:42:46.520 --> 02:42:50.240]  Val: but she's the one that introduced me to Elcomsoft.
[02:42:50.240 --> 02:42:52.800]  Val: I said, I have this problem with the signal messages.
[02:42:52.800 --> 02:42:53.640]  Val: What do you recommend?
[02:42:53.640 --> 02:42:55.480]  Val: She said, Elcomsoft, ios, forensic.
[02:43:00.200 --> 02:43:02.040]  Fed: I don't know.
[02:43:02.040 --> 02:43:04.480]  Val: Again, again, right, it's too open-ended.
[02:43:04.480 --> 02:43:06.400]  Val: And she texted me the other day.
[02:43:06.400 --> 02:43:09.640]  Val: She's like, Val have you spoken to FBI,
[02:43:09.640 --> 02:43:11.880]  Val: I said, no, I'm not speaking to FBI.
[02:43:11.880 --> 02:43:14.040]  Val: She's like, well, are you sure?
[02:43:14.040 --> 02:43:15.280]  Val: I was like, well, I'm not lying to you.
[02:43:15.280 --> 02:43:17.880]  Val: I was talking to the FBI, like, you know,
[02:43:17.880 --> 02:43:20.360]  Val: I will let you know when I speak to FBI.
[02:43:20.360 --> 02:43:24.480]  Val: She said, well, you're kind of known as an FBI informant.
[02:43:24.480 --> 02:43:26.280]  Val: I said, well, fuck you, I'm not an informant.
[02:43:26.280 --> 02:43:28.520]  Val: I'm a source, like, help the FBI.
[02:43:28.520 --> 02:43:30.680]  Val: I do not inform on anybody.
[02:43:30.680 --> 02:43:32.400]  Val: And then she's like, well, it's kind of the same thing.
[02:43:32.400 --> 02:43:33.640]  Val: And then I had to go on a tirade
[02:43:33.640 --> 02:43:35.520]  Val: to explain how it's very different.
[02:43:35.520 --> 02:43:38.640]  Val: So let you know that she is probably,
[02:43:38.640 --> 02:43:42.320]  Val: and also yesterday, one of my friends, Andrew,
[02:43:42.320 --> 02:43:44.280]  Val: had to defend me on this group as well,
[02:43:44.280 --> 02:43:47.480]  Val: because Xan was saying, you're friends
[02:43:47.480 --> 02:43:50.280]  Val: with a well-known FBI informant, which is me,
[02:43:50.280 --> 02:43:52.080]  Val: which is another allusion to me.
[02:43:52.080 --> 02:43:54.240]  Fed: So it's Xan.
[02:43:54.240 --> 02:43:56.480]  Fed: Oh, Xan is telling you.
[02:43:56.480 --> 02:43:58.800]  Val: Xan's the partner of Emma.
[02:43:58.800 --> 02:44:02.720]  Fed: So she's saying to who?
[02:44:02.720 --> 02:44:03.600]  Val: a friend of mine in our group.
[02:44:03.600 --> 02:44:06.840]  Fed: Oh, so your friend is, Xan is attacking your friend
[02:44:06.840 --> 02:44:07.880]  Val: for being friends with you?
[02:44:07.880 --> 02:44:08.880]  Val: Yes.
[02:44:08.880 --> 02:44:09.380]  Fed: Oh, OK.
